Scenario,QueueTime
Current,4867.7789
Current,4743.1768
Current,4638.7208
Current,4620.7926
Current,4549.6429
Current,4528.4719
Current,4531.8186
Current,4396.8364
Current,4403.1703
Current,4387.7177
Current,8255.9349
Current,8214.4692
Current,8198.144
Current,8177.5905
Current,8162.2872
Current,8187.6434
Current,8094.6749
Current,8055.604
Current,8079.019
Current,8071.2506
Current,7797.1009
Current,7698.74
Current,7615.7891
Current,7578.7615
Current,7512.3328
Current,7531.4237
Current,7408.4592
Current,7392.2322
Current,7081.9656
Current,7057.3348
Current,7893.8994
Current,7827.7777
Current,7695.466
Current,7471.5813
Current,7314.1248
Current,7198.2667
Current,7182.1418
Current,7101.2457
Current,7075.4927
Current,7074.8641
Current,7085.9832
Current,6737.5573
Current,6590.5673
Current,6613.5551
Current,6539.073
Current,6467.8397
Current,6421.018
Current,6428.0616
Current,6393.2998
Current,6352.6334
Current,6206.667
Current,6941.7787
Current,6957.5118
Current,6949.7589
Current,6854.3617
Current,6836.8471
Current,6773.6691
Current,6773.5609
Current,6708.8405
Current,6599.8506
Current,6574.3881
Current,6521.9869
Current,6307.6017
Current,6276.5067
Current,6268.5505
Current,6087.0108
Current,5968.3462
Current,5851.6563
Current,5792.3827
Current,5800.6663
Current,5814.9316
Current,6603.3856
Current,6562.7899
Current,6445.7663
Current,6484.0709
Current,6412.574
Current,6425.8203
Current,6377.9937
Current,6173.0954
Current,6074.2629
Current,6078.8197
Current,5874.4327
Current,5872.9493
Current,5791.5156
Current,5704.6667
Current,5325.4273
Current,5251.4856
Current,5249.0713
Current,5103.647
Current,4747.2241
Current,4703.5983
Current,4709.3909
Current,5555.4839
Current,5550.4875
Current,5426.2517
Current,5432.891
Current,5412.5541
Current,5412.4297
Current,5364.1706
Current,5281.6273
Current,4999.6934
Current,4890.1658
Current,4924.4126
Current,4913.133
Current,4740.6023
Current,4715.9994
Current,4544.4084
Current,4505.3155
Current,4346.9722
Current,4253.7434
Current,4117.6879
Current,7853.9702
Current,7845.94
Current,7772.551
Current,7669.2861
Current,7669.1952
Current,7660.0773
Current,7328.3435
Current,7204.9569
Current,7095.3547
Current,7119.2133
Current,6806.1086
Current,6757.1239
